periodico_id,titulo_principal,titulo_abreviado,titulo_norm,issn_impresso,issn_eletronico,issn_l,issn_impresso_norm,issn_eletronico_norm,issn_l_norm,publisher_nome,publisher_norm,pais,area_tematica,plataforma_editorial,url_principal_atual,dominio_url_principal,fonte_url_principal,ativo_editorial_recente,ano_ultimo_registro_editorial,tem_doaj,tem_latindex,tem_titledb,observacao_match
PER_95413941B76225FC,"Iris: Revista de Informação, memória e tecnologia",,"iris: revista de informacao, memoria e tecnologia",,2318-4183,,,2318-4183,,Universidade Federal de Pernambuco,universidade federal de pernambuco,Brasil,,OJS3,https://periodicos.ufpe.br/revistas/,periodicos.ufpe.br,titledb,,,False,False,True,gerado a partir do titledb; entradas=7; anos=2012-2021
PER_D701D8308FD02BC5,Revista Geometria Gráfica,,revista geometria grafica,,2595-0797,,,2595-0797,,Universidade Federal de Pernambuco,universidade federal de pernambuco,Brasil,,OJS3,https://periodicos.ufpe.br/revistas/,periodicos.ufpe.br,titledb,,,False,False,True,gerado a partir do titledb; entradas=4; anos=2017-2020
PER_F8E95B32D3C0BAC1,Cadernos de Estudos e Pesquisa na Educação Básica,,cadernos de estudos e pesquisa na educacao basica,,2447-6943,,,2447-6943,,Universidade Federal de Pernambuco,universidade federal de pernambuco,Brasil,,OJS3,https://periodicos.ufpe.br/revistas/,periodicos.ufpe.br,titledb,,,False,False,True,gerado a partir do titledb; entradas=5; anos=2015-2019
PER_7F8A4D20EBBD3D7A,Revista Brasileira do Esporte Coletivo,,revista brasileira do esporte coletivo,,2527-0885,,,2527-0885,,Universidade Federal de Pernambuco,universidade federal de pernambuco,Brasil,,OJS3,https://periodicos.ufpe.br/revistas/,periodicos.ufpe.br,titledb,,,False,False,True,gerado a partir do titledb; entradas=4; anos=2017-2020
PER_B9757E4082006CDF,Revista de Enfermagem UFPE on line,,revista de enfermagem ufpe on line,,1981-8963,,,1981-8963,,Universidade Federal de Pernambuco,universidade federal de pernambuco,Brasil,,OJS3,https://periodicos.ufpe.br/revistas/,periodicos.ufpe.br,titledb,,,False,False,True,gerado a partir do titledb; entradas=16; anos=2007-2022
PER_18F7E6173479BE5F,Interritórios,,interritorios,,2525-7668,,,2525-7668,,Universidade Federal de Pernambuco,universidade federal de pernambuco,Brasil,,OJS3,https://periodicos.ufpe.br/revistas/,periodicos.ufpe.br,titledb,,,False,False,True,gerado a partir do titledb; entradas=6; anos=2015-2020
PER_D45CF9A26D9F3D18,Em Teia - Revista de Educação Matemática e Tecnológica Iberoamericana,,em teia - revista de educacao matematica e tecnologica iberoamericana,,2177-9309,,,2177-9309,,Universidade Federal de Pernambuco,universidade federal de pernambuco,Brasil,,OJS3,https://periodicos.ufpe.br/revistas/,periodicos.ufpe.br,titledb,,,False,False,True,gerado a partir do titledb; entradas=11; anos=2010-2020
PER_84940BD12DF18190,Tropical Oceanography,,tropical oceanography,1679-3005,1679-3013,,1679-3005,1679-3013,,Universidade Federal de Pernambuco,universidade federal de pernambuco,Brasil,,OJS3,https://periodicos.ufpe.br/revistas/,periodicos.ufpe.br,titledb,,,False,False,True,gerado a partir do titledb; entradas=43; anos=1959-2020
PER_290DC7BE4C5A98A3,Revista Crises,,revista crises,,2763-7425,,,2763-7425,,Universidade Federal de Pernambuco,universidade federal de pernambuco,Brasil,,OJS3,https://periodicos.ufpe.br/revistas/,periodicos.ufpe.br,titledb,,,False,False,True,gerado a partir do titledb; entradas=2; anos=2021-2022
PER_A2474279E82626BD,Revista de Administração Educacional,,revista de administracao educacional,1414-5987,2359-1382,,1414-5987,2359-1382,,Universidade Federal de Pernambuco,universidade federal de pernambuco,Brasil,,OJS3,https://periodicos.ufpe.br/revistas/,periodicos.ufpe.br,titledb,,,False,False,True,gerado a partir do titledb; entradas=8; anos=2013-2020
PER_ED1266A231AE94BB,Revista de Estudos AntiUtilitaristas e PosColoniais,,revista de estudos antiutilitaristas e poscoloniais,,2179-7501,,,2179-7501,,Universidade Federal de Pernambuco,universidade federal de pernambuco,Brasil,,OJS3,https://periodicos.ufpe.br/revistas/,periodicos.ufpe.br,titledb,,,False,False,True,gerado a partir do titledb; entradas=12; anos=2011-2022
PER_ACBBE11A3FD4F2C7,Revista Acadêmica da Faculdade de Direito do Recife,,revista academica da faculdade de direito do recife,1980-3087,2448-2307,,1980-3087,2448-2307,,Universidade Federal de Pernambuco,universidade federal de pernambuco,Brasil,,OJS3,https://periodicos.ufpe.br/revistas/,periodicos.ufpe.br,titledb,,,False,False,True,gerado a partir do titledb; entradas=30; anos=1891-2020
PER_768208F6D07ECE25,Gestão Pública: práticas e desafios,,gestao publica: praticas e desafios,,2177-1243,,,2177-1243,,Universidade Federal de Pernambuco,universidade federal de pernambuco,Brasil,,OJS3,https://periodicos.ufpe.br/revistas/,periodicos.ufpe.br,titledb,,,False,False,True,gerado a partir do titledb; entradas=11; anos=2010-2020
PER_26DA060BA7A65172,Revista dos Mestrados Profissionais - RMP,,revista dos mestrados profissionais - rmp,,2317-0115,,,2317-0115,,Universidade Federal de Pernambuco,universidade federal de pernambuco,Brasil,,OJS3,https://periodicos.ufpe.br/revistas/,periodicos.ufpe.br,titledb,,,False,False,True,gerado a partir do titledb; entradas=9; anos=2012-2019
PER_B07A5039D481634B,CBR - Consumer Behavior Review,,cbr - consumer behavior review,,2526-7884,,,2526-7884,,Universidade Federal de Pernambuco,universidade federal de pernambuco,Brasil,,OJS3,https://periodicos.ufpe.br/revistas/,periodicos.ufpe.br,titledb,,,False,False,True,gerado a partir do titledb; entradas=6; anos=-
PER_2CD3D7E501F14796,Revista Investigações,,revista investigacoes,0104-1320,2175-294X,,0104-1320,2175-294X,,Universidade Federal de Pernambuco,universidade federal de pernambuco,Brasil,,OJS3,https://periodicos.ufpe.br/revistas/,periodicos.ufpe.br,titledb,,,False,False,True,gerado a partir do titledb; entradas=28; anos=-
PER_44B054D77DF878A2,Anais do Congresso UFPE de Ciências Contábeis,,anais do congresso ufpe de ciencias contabeis,,2525-7927,,,2525-7927,,Universidade Federal de Pernambuco,universidade federal de pernambuco,Brasil,,OJS3,https://periodicos.ufpe.br/revistas/,periodicos.ufpe.br,titledb,,,False,False,True,gerado a partir do titledb; entradas=4; anos=-
PER_EB824961157BB1FE,Currículo & Docência,,curriculo & docencia,,2675-4630,,,2675-4630,,Universidade Federal de Pernambuco,universidade federal de pernambuco,Brasil,,OJS3,https://periodicos.ufpe.br/revistas/,periodicos.ufpe.br,titledb,,,False,False,True,gerado a partir do titledb; entradas=2; anos=-
PER_27ECD173F3147AF8,Cartema,,cartema,,2763-8693,,,2763-8693,,Universidade Federal de Pernambuco,universidade federal de pernambuco,Brasil,,OJS3,https://periodicos.ufpe.br/revistas/,periodicos.ufpe.br,titledb,,,False,False,True,gerado a partir do titledb; entradas=10; anos=-
PER_1B1249FAF4A88993,Revista Práxis Pedagógica,,revista praxis pedagogica,1518-9341,2237-5406,,1518-9341,2237-5406,,Universidade Federal de Rondônia,universidade federal de rondonia,Brasil,,OJS3,https://www.periodicos.unir.br/,www.periodicos.unir.br,titledb,,,False,False,True,gerado a partir do titledb; entradas=8; anos=2012-2020
PER_3C268D67A9356F6B,Revista Veredas Amazônicas,,revista veredas amazonicas,,2237-4043,,,2237-4043,,Universidade Federal de Rondônia,universidade federal de rondonia,Brasil,,OJS3,https://periodicos.unir.br/,periodicos.unir.br,titledb,,,False,False,True,gerado a partir do titledb; entradas=6; anos=2011-2019
PER_A06FAF3A79AA897F,Anais Seminário Nacional Educa,,anais seminario nacional educa,2238-1791,2179-8389,,2238-1791,2179-8389,,Universidade Federal de Rondônia,universidade federal de rondonia,Brasil,,OJS3,https://periodicos.unir.br/,periodicos.unir.br,titledb,,,False,False,True,gerado a partir do titledb; entradas=6; anos=2010-2019
PER_043B72BBF5269106,Primeira Versão,,primeira versao,1517-5421,2236-4412,,1517-5421,2236-4412,,Universidade Federal de Rondônia,universidade federal de rondonia,Brasil,,OJS3,https://periodicos.unir.br/,periodicos.unir.br,titledb,,,False,False,True,gerado a partir do titledb; entradas=2; anos=2011-2012
PER_D8D054357D069C18,Revista Brasileira de Ciências da Amazônia,,revista brasileira de ciencias da amazonia,,2317-5729,,,2317-5729,,Universidade Federal de Rondônia,universidade federal de rondonia,Brasil,,OJS3,https://periodicos.unir.br/,periodicos.unir.br,titledb,,,False,False,True,gerado a partir do titledb; entradas=10; anos=2012-2021
PER_03A46E8CC13FA9D3,Revista Brasileira de Ciências da Amazônia,,revista brasileira de ciencias da amazonia,2178-9320,2176-8366,,2178-9320,2176-8366,,Universidade Federal de Rondônia,universidade federal de rondonia,Brasil,,OJS3,https://periodicos.unir.br/,periodicos.unir.br,titledb,,,False,False,True,gerado a partir do titledb; entradas=13; anos=2009-2021
PER_1BB11F5BF47460F1,Revista Eletrônica Língua Viva,,revista eletronica lingua viva,1678-1767,2237-9800,,1678-1767,2237-9800,,Universidade Federal de Rondônia,universidade federal de rondonia,Brasil,,OJS3,https://periodicos.unir.br/,periodicos.unir.br,titledb,,,False,False,True,gerado a partir do titledb; entradas=4; anos=2011-2014
PER_B55A0A21F9B60C7A,Revista Gaia,,revista gaia,,2237-4035,,,2237-4035,,Universidade Federal de Rondônia,universidade federal de rondonia,Brasil,,OJS3,https://periodicos.unir.br/,periodicos.unir.br,titledb,,,False,False,True,gerado a partir do titledb; entradas=1; anos=2011-2011
PER_6E1DDBE9C5BC5EEB,Revista Igarapé,,revista igarape,,2238-7587,,,2238-7587,,Universidade Federal de Rondônia,universidade federal de rondonia,Brasil,,OJS3,https://periodicos.unir.br/,periodicos.unir.br,titledb,,,False,False,True,gerado a partir do titledb; entradas=9; anos=2013-2021
PER_B4FD0AD2F3738222,Revista Pesquisa & Criação,,revista pesquisa & criacao,1677-3993,1982-7857,,1677-3993,1982-7857,,Universidade Federal de Rondônia,universidade federal de rondonia,Brasil,,OJS3,https://periodicos.unir.br/,periodicos.unir.br,titledb,,,False,False,True,gerado a partir do titledb; entradas=6; anos=2008-2016
PER_ADB2CCFC8849BDB7,Acta Geográfica,,acta geografica,1980-5772,2177-4307,,1980-5772,2177-4307,,Universidade Federal de Roraima,universidade federal de roraima,Brasil,,OJS3,https://revista.ufrr.br/,revista.ufrr.br,titledb,,,False,False,True,gerado a partir do titledb; entradas=14; anos=2007-2020
PER_E1C80D7F9500658D,Revista Agroambiente On-line,,revista agroambiente on-line,,1982-8470,,,1982-8470,,Universidade Federal de Roraima,universidade federal de roraima,Brasil,,OJS3,https://revista.ufrr.br/,revista.ufrr.br,titledb,,,False,False,True,gerado a partir do titledb; entradas=14; anos=2007-2020
PER_8EE2FC4B4B5ACC78,Revista de Administração de Roraima,,revista de administracao de roraima,,2237-8057,,,2237-8057,,Universidade Federal de Roraima,universidade federal de roraima,Brasil,,OJS3,https://revista.ufrr.br/,revista.ufrr.br,titledb,,,False,False,True,gerado a partir do titledb; entradas=9; anos=2011-2019
PER_D7C4CD02466C0994,Textos & Debates,,textos & debates,1413-9987,2317-1448,,1413-9987,2317-1448,,Universidade Federal de Roraima,universidade federal de roraima,Brasil,,OJS3,https://revista.ufrr.br/,revista.ufrr.br,titledb,,,False,False,True,gerado a partir do titledb; entradas=20; anos=1995-2019
PER_D4C8A2FBA4FECFD7,Anuário de Literatura,,anuario de literatura,1414-5235,2175-7917,,1414-5235,2175-7917,,Universidade Federal de Santa Catarina-UFSC,universidade federal de santa catarina-ufsc,Brasil,,OJS3,https://periodicos.ufsc.br/,periodicos.ufsc.br,titledb,,,False,False,True,gerado a partir do titledb; entradas=25; anos=1993-2020
PER_BB2E1D2D500474FA,Biotemas,,biotemas,0103-1643,2175-7925,,0103-1643,2175-7925,,Universidade Federal de Santa Catarina-UFSC,universidade federal de santa catarina-ufsc,Brasil,,OJS3,https://periodicos.ufsc.br/,periodicos.ufsc.br,titledb,,,False,False,True,gerado a partir do titledb; entradas=33; anos=1988-2020
PER_3947D90111E33E1F,Boletim de Pesquisa NELIC,,boletim de pesquisa nelic,1518-7284,1984-784X,,1518-7284,1984-784X,,Universidade Federal de Santa Catarina-UFSC,universidade federal de santa catarina-ufsc,Brasil,,OJS3,https://periodicos.ufsc.br/,periodicos.ufsc.br,titledb,,,False,False,True,gerado a partir do titledb; entradas=20; anos=1997-2019
PER_87B3B32E7B76F6E6,Brazilian Journal of Kinanthropometry and Human Performance,,brazilian journal of kinanthropometry and human performance,1415-8426,1980-0037,,1415-8426,1980-0037,,Universidade Federal de Santa Catarina-UFSC,universidade federal de santa catarina-ufsc,Brasil,,OJS3,https://periodicos.ufsc.br/,periodicos.ufsc.br,titledb,,,False,False,True,gerado a partir do titledb; entradas=22; anos=1999-2020
PER_5CB8E77CF0085CAA,Caderno Brasileiro de Ensino de Física,,caderno brasileiro de ensino de fisica,1677-2334,2175-7941,,1677-2334,2175-7941,,Universidade Federal de Santa Catarina-UFSC,universidade federal de santa catarina-ufsc,Brasil,,OJS3,https://periodicos.ufsc.br/,periodicos.ufsc.br,titledb,,,False,False,True,gerado a partir do titledb; entradas=37; anos=1984-2020
PER_13E8089F07E687B6,Em Tese [1806-5023],,em tese [1806-5023],,1806-5023,,,1806-5023,,Universidade Federal de Santa Catarina-UFSC,universidade federal de santa catarina-ufsc,Brasil,,OJS3,https://periodicos.ufsc.br/,periodicos.ufsc.br,titledb,,,False,False,True,gerado a partir do titledb; entradas=18; anos=2003-2020
PER_0A8E71F46681D30C,Estudos em Jornalismo e Mídia,,estudos em jornalismo e midia,1806-6496,1984-6924,,1806-6496,1984-6924,,Universidade Federal de Santa Catarina-UFSC,universidade federal de santa catarina-ufsc,Brasil,,OJS3,https://periodicos.ufsc.br/,periodicos.ufsc.br,titledb,,,False,False,True,gerado a partir do titledb; entradas=17; anos=2004-2020
PER_4002AA1480465649,Estudos Feministas,,estudos feministas,0104-026X,1806-9584,,0104-026X,1806-9584,,Universidade Federal de Santa Catarina-UFSC,universidade federal de santa catarina-ufsc,Brasil,,OJS3,https://periodicos.ufsc.br/,periodicos.ufsc.br,titledb,,,False,False,True,gerado a partir do titledb; entradas=29; anos=1992-2020
PER_90C7B47A248DA5FD,ethic@-An international Journal for Moral Philosophy,,ethic@-an international journal for moral philosophy,,1677-2954,,,1677-2954,,Universidade Federal de Santa Catarina-UFSC,universidade federal de santa catarina-ufsc,Brasil,,OJS3,https://periodicos.ufsc.br/,periodicos.ufsc.br,titledb,,,False,False,True,gerado a partir do titledb; entradas=19; anos=2002-2020
PER_4FB04B51157E1D02,Fórum Linguístico,,forum linguistico,1415-8698,1984-8412,,1415-8698,1984-8412,,Universidade Federal de Santa Catarina-UFSC,universidade federal de santa catarina-ufsc,Brasil,,OJS3,https://periodicos.ufsc.br/,periodicos.ufsc.br,titledb,,,False,False,True,gerado a partir do titledb; entradas=18; anos=1998-2020
PER_D8B30712F8318BFE,ILHA-Revista de Antropologia,,ilha-revista de antropologia,1517-395X,2175-8034,,1517-395X,2175-8034,,Universidade Federal de Santa Catarina-UFSC,universidade federal de santa catarina-ufsc,Brasil,,OJS3,https://periodicos.ufsc.br/,periodicos.ufsc.br,titledb,,,False,False,True,gerado a partir do titledb; entradas=22; anos=1999-2020
PER_2763E1826E759816,INSULA Revista de Botânica,,insula revista de botanica,0101-9554,2178-4574,,0101-9554,2178-4574,,Universidade Federal de Santa Catarina-UFSC,universidade federal de santa catarina-ufsc,Brasil,,OJS3,https://periodicos.ufsc.br/,periodicos.ufsc.br,titledb,,,False,False,True,gerado a partir do titledb; entradas=38; anos=1969-2012
PER_5F42C301F9046F87,Motrivivência,,motrivivencia,,2175-8042,,,2175-8042,,Universidade Federal de Santa Catarina-UFSC,universidade federal de santa catarina-ufsc,Brasil,,OJS3,https://periodicos.ufsc.br/,periodicos.ufsc.br,titledb,,,False,False,True,gerado a partir do titledb; entradas=31; anos=1988-2020
PER_C8EBD45FC7874DBF,Outra travessia,,outra travessia,1807-5002,2176-8552,,1807-5002,2176-8552,,Universidade Federal de Santa Catarina-UFSC,universidade federal de santa catarina-ufsc,Brasil,,OJS3,https://periodicos.ufsc.br/,periodicos.ufsc.br,titledb,,,False,False,True,gerado a partir do titledb; entradas=15; anos=2003-2018
PER_D842887C48B15296,Política & Sociedade,,politica & sociedade,1677-4140,2175-7984,,1677-4140,2175-7984,,Universidade Federal de Santa Catarina-UFSC,universidade federal de santa catarina-ufsc,Brasil,,OJS3,https://periodicos.ufsc.br/,periodicos.ufsc.br,titledb,,,False,False,True,gerado a partir do titledb; entradas=19; anos=2002-2020
PER_50E537A4BBE346E9,Principia: an international journal of epistemology,,principia: an international journal of epistemology,1414-4247,1808-1711,,1414-4247,1808-1711,,Universidade Federal de Santa Catarina-UFSC,universidade federal de santa catarina-ufsc,Brasil,,OJS3,https://periodicos.ufsc.br/,periodicos.ufsc.br,titledb,,,False,False,True,gerado a partir do titledb; entradas=24; anos=1997-2020
PER_E235DA7A64933BA4,Revemat: revista eletrônica de educação matemática,,revemat: revista eletronica de educacao matematica,,1981-1322,,,1981-1322,,Universidade Federal de Santa Catarina-UFSC,universidade federal de santa catarina-ufsc,Brasil,,OJS3,https://periodicos.ufsc.br/,periodicos.ufsc.br,titledb,,,False,False,True,gerado a partir do titledb; entradas=15; anos=2006-2020
PER_343B2571BAABB1AD,Cadernos de Pesquisa Interdisciplinar em Ciências Humanas,,cadernos de pesquisa interdisciplinar em ciencias humanas,1678-7730,1984-8951,,1678-7730,1984-8951,,Universidade Federal de Santa Catarina-UFSC,universidade federal de santa catarina-ufsc,Brasil,,OJS3,https://periodicos.ufsc.br/,periodicos.ufsc.br,titledb,,,False,False,True,gerado a partir do titledb; entradas=17; anos=2000-2016
PER_DEF201DC90719273,Cadernos de Tradução,,cadernos de traducao,1414-526X,2175-7968,,1414-526X,2175-7968,,Universidade Federal de Santa Catarina-UFSC,universidade federal de santa catarina-ufsc,Brasil,,OJS3,https://periodicos.ufsc.br/,periodicos.ufsc.br,titledb,,,False,False,True,gerado a partir do titledb; entradas=25; anos=1996-2020
PER_C0F6D028D6144CB6,Revista Contemporânea de Contabilidade,,revista contemporanea de contabilidade,1807-1821,2175-8069,,1807-1821,2175-8069,,Universidade Federal de Santa Catarina-UFSC,universidade federal de santa catarina-ufsc,Brasil,,OJS3,https://periodicos.ufsc.br/,periodicos.ufsc.br,titledb,,,False,False,True,gerado a partir do titledb; entradas=17; anos=2004-2020
PER_367B595FE1655DC0,Revista de Ciências da Administração,,revista de ciencias da administracao,1516-3865,2175-8077,,1516-3865,2175-8077,,Universidade Federal de Santa Catarina-UFSC,universidade federal de santa catarina-ufsc,Brasil,,OJS3,https://periodicos.ufsc.br/,periodicos.ufsc.br,titledb,,,False,False,True,gerado a partir do titledb; entradas=22; anos=1998-2019
PER_C5EBBD91DA057EF9,Revista de Ciências Humanas [issn 0101-9589],,revista de ciencias humanas [issn 0101-9589],0101-9589,2178-4582,,0101-9589,2178-4582,,Universidade Federal de Santa Catarina-UFSC,universidade federal de santa catarina-ufsc,Brasil,,OJS3,https://periodicos.ufsc.br/,periodicos.ufsc.br,titledb,,,False,False,True,gerado a partir do titledb; entradas=35; anos=1982-2019
PER_BB5D503478165D99,Encontros Bibli: Revista Eletrônica de Biblioteconomia e Ciência da Informação,,encontros bibli: revista eletronica de biblioteconomia e ciencia da informacao,,1518-2924,,,1518-2924,,Universidade Federal de Santa Catarina-UFSC,universidade federal de santa catarina-ufsc,Brasil,,OJS3,https://periodicos.ufsc.br/,periodicos.ufsc.br,titledb,,,False,False,True,gerado a partir do titledb; entradas=25; anos=1996-2020
PER_5608674BD566B3CE,EM DEBATE,,em debate,,1980-3532,,,1980-3532,,Universidade Federal de Santa Catarina-UFSC,universidade federal de santa catarina-ufsc,Brasil,,OJS3,https://periodicos.ufsc.br/,periodicos.ufsc.br,titledb,,,False,False,True,gerado a partir do titledb; entradas=11; anos=1999-2017
PER_2A78E13EBB01D396,Esboços - Revista do Programa de Pós-Graduação em História da UFSC,,esbocos - revista do programa de pos-graduacao em historia da ufsc,1414-722X,2175-7976,,1414-722X,2175-7976,,Universidade Federal de Santa Catarina-UFSC,universidade federal de santa catarina-ufsc,Brasil,,OJS3,https://periodicos.ufsc.br/,periodicos.ufsc.br,titledb,,,False,False,True,gerado a partir do titledb; entradas=26; anos=1994-2020
PER_124176CBEE029D1A,Extensio: Revista Eletrônica de Extensão,,extensio: revista eletronica de extensao,,1807-0221,,,1807-0221,,Universidade Federal de Santa Catarina-UFSC,universidade federal de santa catarina-ufsc,Brasil,,OJS3,https://periodicos.ufsc.br/,periodicos.ufsc.br,titledb,,,False,False,True,gerado a partir do titledb; entradas=19; anos=2004-2022
PER_A8F7BC80DC734798,Fragmentos: Revista de Língua e Literatura Estrangeiras,,fragmentos: revista de lingua e literatura estrangeiras,0103-1783,2175-7992,,0103-1783,2175-7992,,Universidade Federal de Santa Catarina-UFSC,universidade federal de santa catarina-ufsc,Brasil,,OJS3,https://periodicos.ufsc.br/,periodicos.ufsc.br,titledb,,,False,False,True,gerado a partir do titledb; entradas=24; anos=1986-2016
PER_97DC836D6D98EA3F,GEOSUL,,geosul,0103-3964,2177-5230,,0103-3964,2177-5230,,Universidade Federal de Santa Catarina-UFSC,universidade federal de santa catarina-ufsc,Brasil,,OJS3,https://periodicos.ufsc.br/,periodicos.ufsc.br,titledb,,,False,False,True,gerado a partir do titledb; entradas=35; anos=1986-2020
PER_DE5B7DF4AAD63DBD,Revista Gestão Universitária na América Latina,,revista gestao universitaria na america latina,,1983-4535,,,1983-4535,,Universidade Federal de Santa Catarina-UFSC,universidade federal de santa catarina-ufsc,Brasil,,OJS3,https://periodicos.ufsc.br/,periodicos.ufsc.br,titledb,,,False,False,True,gerado a partir do titledb; entradas=13; anos=2007-2020
PER_902FC9DE0EB1A7C4,"Ilha do Desterro: Journal of English Language, Literatures in English and Cultural Studies",,"ilha do desterro: journal of english language, literatures in english and cultural studies",0101-4846,2175-8026,,0101-4846,2175-8026,,Universidade Federal de Santa Catarina-UFSC,universidade federal de santa catarina-ufsc,Brasil,,OJS3,https://periodicos.ufsc.br/,periodicos.ufsc.br,titledb,,,False,False,True,gerado a partir do titledb; entradas=40; anos=1979-2020
PER_E3E81E93194060E5,Revista Internacional Interdisciplinar INTERthesis,,revista internacional interdisciplinar interthesis,,1807-1384,,,1807-1384,,Universidade Federal de Santa Catarina-UFSC,universidade federal de santa catarina-ufsc,Brasil,,OJS3,https://periodicos.ufsc.br/,periodicos.ufsc.br,titledb,,,False,False,True,gerado a partir do titledb; entradas=17; anos=2004-2020
PER_1D23B9F2F34EC40F,Revista Katálysis,,revista katalysis,1414-4980,1982-0259,,1414-4980,1982-0259,,Universidade Federal de Santa Catarina-UFSC,universidade federal de santa catarina-ufsc,Brasil,,OJS3,https://periodicos.ufsc.br/,periodicos.ufsc.br,titledb,,,False,False,True,gerado a partir do titledb; entradas=23; anos=1997-2020
PER_5C7FAD6CB5F4C7EE,Mundos do Trabalho,,mundos do trabalho,,1984-9222,,,1984-9222,,Universidade Federal de Santa Catarina-UFSC,universidade federal de santa catarina-ufsc,Brasil,,OJS3,https://periodicos.ufsc.br/,periodicos.ufsc.br,titledb,,,False,False,True,gerado a partir do titledb; entradas=12; anos=2009-2020
PER_84225F04A8EF4738,Ponto de Vista,,ponto de vista,1517-3968,2175-8050,,1517-3968,2175-8050,,Universidade Federal de Santa Catarina-UFSC,universidade federal de santa catarina-ufsc,Brasil,,OJS3,https://periodicos.ufsc.br/,periodicos.ufsc.br,titledb,,,False,False,True,gerado a partir do titledb; entradas=8; anos=1999-2008
PER_001498E976811FD9,Revista Psicologia: Organizações e Trabalho,,revista psicologia: organizacoes e trabalho,,1984-6657,,,1984-6657,,Universidade Federal de Santa Catarina-UFSC,universidade federal de santa catarina-ufsc,Brasil,,OJS3,https://periodicos.ufsc.br/,periodicos.ufsc.br,titledb,,,False,False,True,gerado a partir do titledb; entradas=11; anos=2001-2011
PER_20DABFC1F675252D,Zero-a-seis,,zero-a-seis,,1980-4512,,,1980-4512,,Universidade Federal de Santa Catarina-UFSC,universidade federal de santa catarina-ufsc,Brasil,,OJS3,https://periodicos.ufsc.br/,periodicos.ufsc.br,titledb,,,False,False,True,gerado a partir do titledb; entradas=22; anos=1999-2020
PER_D619A9181677575D,Texto Digital,,texto digital,,1807-9288,,,1807-9288,,Universidade Federal de Santa Catarina-UFSC,universidade federal de santa catarina-ufsc,Brasil,,OJS3,https://periodicos.ufsc.br/,periodicos.ufsc.br,titledb,,,False,False,True,gerado a partir do titledb; entradas=16; anos=2004-2020
PER_08AF37CD9E6997F3,Scientia Traductionis,,scientia traductionis,,1980-4237,,,1980-4237,,Universidade Federal de Santa Catarina-UFSC,universidade federal de santa catarina-ufsc,Brasil,,OJS3,https://periodicos.ufsc.br/,periodicos.ufsc.br,titledb,,,False,False,True,gerado a partir do titledb; entradas=9; anos=2005-2014
PER_C0E51FC47207D7AB,Seqüência: Estudos Jurídicos e Políticos,,sequencia: estudos juridicos e politicos,0101-9562,2177-7055,,0101-9562,2177-7055,,Universidade Federal de Santa Catarina-UFSC,universidade federal de santa catarina-ufsc,Brasil,,OJS3,https://periodicos.ufsc.br/,periodicos.ufsc.br,titledb,,,False,False,True,gerado a partir do titledb; entradas=41; anos=1980-2020
PER_17FC1F6985903313,Textos de Economia,,textos de economia,0103-6017,2175-8085,,0103-6017,2175-8085,,Universidade Federal de Santa Catarina-UFSC,universidade federal de santa catarina-ufsc,Brasil,,OJS3,https://periodicos.ufsc.br/,periodicos.ufsc.br,titledb,,,False,False,True,gerado a partir do titledb; entradas=22; anos=1986-2020
PER_2E62D5CAEDB3FE5C,Travessia,,travessia,0101-9570,,,0101-9570,,,Universidade Federal de Santa Catarina-UFSC,universidade federal de santa catarina-ufsc,Brasil,,OJS3,https://periodicos.ufsc.br/,periodicos.ufsc.br,titledb,,,False,False,True,gerado a partir do titledb; entradas=19; anos=1980-1999
PER_C1B165D7F1670694,Working Papers em Lingüística,,working papers em linguistica,1415-1464,1984-8420,,1415-1464,1984-8420,,Universidade Federal de Santa Catarina-UFSC,universidade federal de santa catarina-ufsc,Brasil,,OJS3,https://periodicos.ufsc.br/,periodicos.ufsc.br,titledb,,,False,False,True,gerado a partir do titledb; entradas=21; anos=1997-2020
PER_779AB9E398F4CC67,Iberoamerican Journal of Industrial Engineering (IJIE),,iberoamerican journal of industrial engineering (ijie),,2175-8018,,,2175-8018,,Universidade Federal de Santa Catarina-UFSC,universidade federal de santa catarina-ufsc,Brasil,,OJS3,http://incubadora.periodicos.ufsc.br/,incubadora.periodicos.ufsc.br,titledb,,,False,False,True,gerado a partir do titledb; entradas=12; anos=2009-2020
PER_F5ED2ACB8436E581,Revista Democracia Digital e Governo Eletrônico,,revista democracia digital e governo eletronico,,2175-9391,,,2175-9391,,Universidade Federal de Santa Catarina-UFSC,universidade federal de santa catarina-ufsc,Brasil,,OJS3,http://buscalegis.ufsc.br/revistas/,buscalegis.ufsc.br,titledb,,,False,False,True,gerado a partir do titledb; entradas=12; anos=2009-2020
PER_A21ADD468A4ED1CA,Balduinia,,balduinia,1808-2688,2358-1980,,1808-2688,2358-1980,,Universidade Federal de Santa Maria,universidade federal de santa maria,Brasil,,OJS3,https://periodicos.ufsm.br/,periodicos.ufsm.br,titledb,,,False,False,True,gerado a partir do titledb; entradas=16; anos=2005-2020
PER_894DCFAFC084A978,Educação,,educacao,0101-9031,1984-6444,,0101-9031,1984-6444,,Universidade Federal de Santa Maria,universidade federal de santa maria,Brasil,,OJS3,https://periodicos.ufsm.br/,periodicos.ufsm.br,titledb,,,False,False,True,gerado a partir do titledb; entradas=21; anos=2000-2020
